"%Acm. Venda";"Comprador : Produto";"Código Produto";"Embalagem Unitária";"Vda Perdida Quantidade";"Vda Perdida Valor";"Venda % Partic.";"Lucratividade Valor";"Lucrat. % Partic.";"Lucrat. Marg %";"% Mark Up";"% Mark Down";"Contribuição Valor";"Contrib. % Partic.";"Contrib. Marg %";"Peso Bruto";"Peso Brt % Partic.";"Peso Líquido";"Custo Bruto";"Custo Líquido";"Despesa Venda";"Comissão";"Total Impostos";"ICMS s/ Venda";"PIS s/ Venda";"COFINS s/ Venda";"Outros Impostos";"IBS MUN s/ Venda";"IBS UF s/ Venda";"CBS s/ Venda";"IS s/ Venda"
"28,86";"IARA : TINT L´ORÉAL IMÉDIA EXCELLENCE CR 4 CASTAN NAT";"11966";"UN 1";"0,030";"1,19";"0,00";"0,25";"0,00";"20,98";"43,33";"30,23";"0,25";"0,00";"20,98";"0,007";"0,00";"0,000";"0,83";"0,83";"0,00";"0,00";"0,11";"0,00";"0,02";"0,09";"0,00";"0,00";"0,00";"0,01";"0,00"
"28,86";"IARA : TINT L´ORÉAL IMÉDIA EXCELLENCE CR 5 CASTAN CLA";"11967";"UN 1";"0,034";"1,36";"0,00";"0,29";"0,00";"20,98";"43,33";"30,23";"0,29";"0,00";"20,98";"0,008";"0,00";"0,000";"0,95";"0,95";"0,00";"0,00";"0,13";"0,00";"0,02";"0,10";"0,00";"0,00";"0,00";"0,01";"0,00"
"28,86";"IARA : TINT L´ORÉAL IMÉDIA EXCELLENCE CR 7 LOURO NAT";"11969";"UN 1";"0,032";"1,28";"0,00";"0,27";"0,00";"20,98";"43,33";"30,23";"0,27";"0,00";"20,98";"0,008";"0,00";"0,000";"0,89";"0,89";"0,00";"0,00";"0,12";"0,00";"0,02";"0,10";"0,00";"0,00";"0,00";"0,01";"0,00"
"28,86";"IARA : TIRA MANCHAS VIDA MACIA HIPO 500ML";"4472";"UN 1";"0,049";"0,92";"0,00";"0,24";"0,00";"26,45";"55,53";"35,70";"0,24";"0,00";"26,45";"0,028";"0,00";"0,025";"0,59";"0,59";"0,00";"0,00";"0,09";"0,00";"0,02";"0,07";"0,00";"0,00";"0,00";"0,01";"0,00"
"28,87";"IARA : TIRA RISCOS LUXCAR 120g";"5151";"UN 1";"0,093";"2,32";"0,01";"0,81";"0,01";"34,93";"79,14";"44,18";"0,81";"0,01";"34,93";"0,014";"0,00";"0,000";"1,29";"1,29";"0,00";"0,00";"0,21";"0,00";"0,04";"0,18";"0,00";"0,00";"0,00";"0,02";"0,00"
"28,89";"IARA : TOALHA PAPEL KITCHEN FD C/120fls 2un";"5011";"UN 1";"0,562";"8,42";"0,02";"7,64";"0,08";"90,75";"";"100,00";"7,64";"0,08";"90,75";"0,212";"0,01";"0,001";"0,00";"0,00";"0,00";"0,00";"0,78";"0,00";"0,14";"0,64";"0,00";"0,00";"0,01";"0,08";"0,00"
"29,10";"IARA : TOALHA UMED ISABABY LV96PG88 HIDRATAÇÃO";"1094";"UN 1";"4,394";"70,26";"0,21";"22,98";"0,24";"32,71";"72,31";"41,96";"22,98";"0,24";"32,71";"1,463";"0,10";"0,395";"40,78";"40,78";"0,00";"0,00";"6,50";"0,00";"1,16";"5,34";"0,00";"0,00";"0,03";"0,25";"0,00"
"29,11";"IARA : TOALHAS UMED HUGGIES C/48 UN RECÉM-NASCIDO";"2825";"UN 1";"0,131";"3,01";"0,01";"0,81";"0,01";"26,81";"56,39";"36,06";"0,81";"0,01";"26,81";"0,036";"0,00";"0,034";"1,92";"1,92";"0,00";"0,00";"0,28";"0,00";"0,05";"0,23";"0,00";"0,00";"0,00";"0,01";"0,00"
"29,12";"IARA : TOALHAS UMED MEU BEBÊ ULTRA C/100";"5999";"UN 1";"0,130";"1,95";"0,01";"1,77";"0,02";"90,75";"";"100,00";"1,77";"0,02";"90,75";"0,000";"0,00";"0,000";"0,00";"0,00";"0,00";"0,00";"0,18";"0,00";"0,03";"0,15";"0,00";"0,00";"0,00";"0,01";"0,00"
"29,14";"IARA : TORRADA C/ GERGELIM Kg";"17563";"KG 1";"0,335";"6,69";"0,02";"1,59";"0,02";"23,72";"62,26";"38,37";"1,59";"0,02";"23,72";"0,000";"0,00";"0,000";"4,12";"3,68";"0,00";"0,00";"1,42";"0,80";"0,11";"0,51";"0,00";"0,00";"0,01";"0,06";"0,00"
"29,16";"IARA : TORRADA C/ QUEIJO PARMESÃO Kg";"17505";"KG 1";"0,272";"5,98";"0,02";"1,17";"0,01";"19,63";"51,03";"33,79";"1,17";"0,01";"19,63";"0,000";"0,00";"0,000";"3,96";"3,54";"0,00";"0,00";"1,27";"0,72";"0,10";"0,45";"0,00";"0,00";"0,00";"0,00";"0,00"
"29,18";"IARA : TORRADA PALITO Kg";"17888";"KG 1";"0,384";"8,44";"0,02";"5,81";"0,06";"68,79";"903,69";"90,04";"5,81";"0,06";"68,79";"0,000";"0,00";"0,000";"0,84";"0,84";"0,00";"0,00";"1,79";"1,01";"0,14";"0,64";"0,00";"0,00";"0,00";"0,00";"0,00"
"29,19";"IARA : TORRADA TEMPERADA Kg";"18254";"KG 1";"0,134";"2,94";"0,01";"1,87";"0,02";"63,66";"541,37";"84,41";"1,87";"0,02";"63,66";"0,000";"0,00";"0,000";"0,46";"0,44";"0,00";"0,00";"0,62";"0,35";"0,05";"0,22";"0,00";"0,00";"0,00";"0,00";"0,00"
"29,30";"IARA : TORTA BANOFFE Kg";"18020";"KG 1";"0,921";"36,83";"0,11";"20,42";"0,21";"55,46";"133,29";"57,14";"20,42";"0,21";"55,46";"0,001";"0,00";"0,001";"15,79";"13,00";"0,00";"0,00";"3,41";"0,00";"0,61";"2,80";"0,00";"0,00";"0,00";"0,00";"0,00"
"29,30";"IARA : TORTA DE BANANA Kg";"18288";"KG 1";"0,010";"0,43";"0,00";"0,34";"0,00";"78,75";"";"100,00";"0,34";"0,00";"78,75";"0,000";"0,00";"0,000";"0,00";"0,00";"0,00";"0,00";"0,09";"0,05";"0,01";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00"
"29,39";"IARA : TORTA HOLANDESA Kg";"18150";"KG 1";"0,531";"31,85";"0,09";"25,09";"0,26";"78,75";"";"100,00";"25,09";"0,26";"78,75";"0,001";"0,00";"0,001";"0,00";"0,00";"0,00";"0,00";"6,77";"3,82";"0,53";"2,42";"0,00";"0,00";"0,00";"0,00";"0,00"
"29,45";"IARA : TORTINHA DE DOCE DE LEITE Kg";"18468";"KG 1";"0,543";"21,70";"0,06";"2,44";"0,03";"11,23";"48,11";"32,48";"2,44";"0,03";"11,23";"0,001";"0,00";"0,001";"14,65";"14,65";"0,00";"0,00";"4,61";"2,60";"0,36";"1,65";"0,00";"0,00";"0,00";"0,00";"0,00"
"29,59";"IARA : TORTINHA DE MORANGO Kg";"17930";"KG 1";"1,061";"47,72";"0,14";"12,55";"0,13";"26,29";"55,14";"35,54";"12,55";"0,13";"26,29";"0,001";"0,00";"0,001";"30,76";"30,76";"0,00";"0,00";"4,41";"0,00";"0,79";"3,63";"0,00";"0,00";"0,00";"0,00";"0,00"
"29,61";"IARA : UTENSILIO TRAMONTINA INOX AVULSO DOMESTICO";"10569";"UN 1";"0,211";"5,70";"0,02";"0,48";"0,01";"8,36";"31,59";"24,01";"0,48";"0,01";"8,36";"0,000";"0,00";"0,000";"4,33";"3,67";"0,00";"0,00";"1,55";"1,03";"0,09";"0,43";"0,00";"0,00";"0,01";"0,05";"0,00"
"29,62";"IARA : UTENSILIOS TRAMONTINA ABILITY NYLON PRETO AVUSO";"10355";"UN 1";"0,156";"2,34";"0,01";"1,70";"0,02";"72,75";"";"100,00";"1,70";"0,02";"72,75";"0,000";"0,00";"0,000";"0,00";"0,00";"0,00";"0,00";"0,64";"0,42";"0,04";"0,18";"0,00";"0,00";"0,00";"0,02";"0,00"
"29,63";"IARA : VASS COND MADRI UNID";"5269";"UN 1";"0,248";"3,22";"0,01";"0,53";"0,01";"16,55";"77,95";"43,80";"0,53";"0,01";"16,55";"0,046";"0,00";"0,000";"1,81";"1,81";"0,00";"0,00";"0,88";"0,58";"0,05";"0,24";"0,00";"0,00";"0,00";"0,03";"0,00"
"29,63";"IARA : VELA ANIVERSÁRIO GLITTER NSP und Nº6 ROSA";"13294";"UN 1";"0,157";"1,09";"0,00";"0,19";"0,00";"17,24";"80,15";"44,49";"0,19";"0,00";"17,24";"0,003";"0,00";"0,000";"0,61";"0,61";"0,00";"0,00";"0,30";"0,20";"0,02";"0,08";"0,00";"0,00";"0,00";"0,01";"0,00"
"29,63";"IARA : VELA ANIVERSÁRIO MÁGICA PLAC UN Nº1 BRANCA";"13176";"UN 1";"0,210";"1,05";"0,00";"0,76";"0,01";"72,75";"";"100,00";"0,76";"0,01";"72,75";"0,003";"0,00";"0,000";"0,00";"0,00";"0,00";"0,00";"0,29";"0,19";"0,02";"0,08";"0,00";"0,00";"0,00";"0,01";"0,00"
"29,63";"IARA : VELA ANIVERSÁRIO MÁGICA PLAC UN Nº2 AZUL";"13218";"UN 1";"0,113";"0,56";"0,00";"0,07";"0,00";"12,83";"66,89";"40,08";"0,07";"0,00";"12,83";"0,001";"0,00";"0,000";"0,34";"0,34";"0,00";"0,00";"0,15";"0,10";"0,01";"0,04";"0,00";"0,00";"0,00";"0,01";"0,00"
"29,63";"IARA : VELA ANIVERSÁRIO MÁGICA PLAC UN Nº4 BRANCA";"13181";"UN 1";"0,153";"0,76";"0,00";"0,10";"0,00";"12,83";"66,89";"40,08";"0,10";"0,00";"12,83";"0,002";"0,00";"0,000";"0,46";"0,46";"0,00";"0,00";"0,21";"0,14";"0,01";"0,06";"0,00";"0,00";"0,00";"0,01";"0,00"
"29,64";"IARA : VELAS BELÉM VOTIVAS CORES 250g";"5259";"UN 1";"0,285";"3,70";"0,01";"2,69";"0,03";"72,75";"";"100,00";"2,69";"0,03";"72,75";"0,076";"0,01";"0,000";"0,00";"0,00";"0,00";"0,00";"1,01";"0,67";"0,06";"0,28";"0,00";"0,00";"0,00";"0,03";"0,00"
"29,65";"IARA : VELAS PARANÁ N°3 BCA C/6 unid";"6605";"UN 1";"0,192";"1,92";"0,01";"1,40";"0,01";"72,75";"";"100,00";"1,40";"0,01";"72,75";"0,024";"0,00";"0,024";"0,00";"0,00";"0,00";"0,00";"0,52";"0,35";"0,03";"0,15";"0,00";"0,00";"0,00";"0,02";"0,00"
"29,65";"IARA : WASSINGTON PASTA 36g PRETA";"6377";"UN 1";"0,070";"0,98";"0,00";"0,71";"0,01";"72,75";"";"100,00";"0,71";"0,01";"72,75";"0,004";"0,00";"0,000";"0,00";"0,00";"0,00";"0,00";"0,27";"0,18";"0,02";"0,07";"0,00";"0,00";"0,00";"0,01";"0,00"
"29,69";"IARA : ÁGUA MICELAR KERATEX 300ml";"11338";"UN 1";"0,500";"13,50";"0,04";"3,35";"0,04";"24,83";"51,70";"34,08";"3,35";"0,04";"24,83";"0,001";"0,00";"0,001";"8,90";"8,90";"0,00";"0,00";"1,25";"0,00";"0,22";"1,03";"0,00";"0,00";"0,01";"0,12";"0,00"
"29,69";"IARA : ÓLEO CAPILAR KERATEX 60ml BOMBA CRESCIMEN";"11656";"UN 1";"0,030";"0,60";"0,00";"0,54";"0,01";"90,75";"";"100,00";"0,54";"0,01";"90,75";"0,002";"0,00";"0,000";"0,00";"0,00";"0,00";"0,00";"0,06";"0,00";"0,01";"0,05";"0,00";"0,00";"0,00";"0,01";"0,00"
"29,69";"IARA : ÓLEO CAPILAR KERATEX 60ml D-PANTENOL";"11661";"UN 1";"0,030";"0,60";"0,00";"0,54";"0,01";"90,75";"";"100,00";"0,54";"0,01";"90,75";"0,002";"0,00";"0,000";"0,00";"0,00";"0,00";"0,00";"0,06";"0,00";"0,01";"0,05";"0,00";"0,00";"0,00";"0,01";"0,00"
"29,69";"IARA : ÓLEO CAPILAR KERATEX 60ml TUCUMA";"11681";"UN 1";"0,068";"1,36";"0,00";"0,71";"0,01";"52,22";"159,55";"61,47";"0,71";"0,01";"52,22";"0,005";"0,00";"0,000";"0,53";"0,53";"0,00";"0,00";"0,13";"0,00";"0,02";"0,10";"0,00";"0,00";"0,00";"0,01";"0,00"
"29,76";"IARA : ÓLEO CAPILAR SKALA ABACATE 90ml";"19577";"UN 1";"1,000";"22,99";"0,07";"6,23";"0,07";"27,11";"57,14";"36,36";"6,23";"0,07";"27,11";"0,105";"0,01";"0,001";"14,63";"14,63";"0,00";"0,00";"2,13";"0,00";"0,38";"1,75";"0,00";"0,00";"0,02";"0,21";"0,00"
"29,77";"IARA : ÓLEO SALON LINE SOS 10EM1 M+P 100ml MULTIBEN+PODER";"3766";"UN 1";"0,104";"3,75";"0,01";"0,84";"0,01";"22,54";"46,60";"31,79";"0,84";"0,01";"22,54";"0,011";"0,00";"0,010";"2,56";"2,56";"0,00";"0,00";"0,35";"0,00";"0,06";"0,28";"0,00";"0,00";"0,00";"0,03";"0,00"
"29,78";"IARA : ÓLEO SALON LINE SOS DE REPENTE 42ml DEREPENT PRONT";"3811";"UN 1";"0,124";"2,49";"0,01";"0,73";"0,01";"29,37";"62,92";"38,62";"0,73";"0,01";"29,37";"0,011";"0,00";"0,005";"1,53";"1,53";"0,00";"0,00";"0,23";"0,00";"0,04";"0,19";"0,00";"0,00";"0,00";"0,02";"0,00"
"29,79";"JOSIMAR : ALCOOL LIQ TUPI 46,2° 1L ZEROBAC";"13404";"UN 1";"0,557";"4,45";"0,01";"1,45";"0,02";"32,57";"94,25";"48,52";"1,45";"0,02";"32,57";"0,537";"0,04";"0,538";"2,29";"1,79";"0,00";"0,00";"1,21";"0,80";"0,07";"0,34";"0,00";"0,00";"0,00";"0,04";"0,00"
"29,80";"JOSIMAR : ALCOOL TUPI 46,2° 500ml TRAD ";"13364";"UN 1";"0,659";"3,95";"0,01";"1,20";"0,01";"30,33";"65,51";"39,58";"1,20";"0,01";"30,33";"0,332";"0,02";"0,324";"2,39";"2,39";"0,00";"0,00";"0,37";"0,00";"0,07";"0,30";"0,00";"0,00";"0,00";"0,04";"0,00"
"29,81";"JOSIMAR : AMAC ROUPA COMFORT CONC LV500P400ml BRISA ELEGANTE";"7915";"UN 1";"0,140";"1,90";"0,01";"1,73";"0,02";"90,75";"";"100,00";"1,73";"0,02";"90,75";"0,081";"0,01";"0,070";"0,00";"0,00";"0,00";"0,00";"0,18";"0,00";"0,03";"0,14";"0,00";"0,00";"0,00";"0,02";"0,00"
"29,87";"JOSIMAR : AMAC ROUPA DOWNY CONC 1L BRISA SUAVE";"9581";"UN 1";"0,783";"21,15";"0,06";"5,71";"0,06";"27,00";"42,34";"29,75";"5,71";"0,06";"27,00";"0,837";"0,06";"0,783";"14,86";"13,48";"0,00";"0,00";"1,96";"0,00";"0,35";"1,61";"0,00";"0,00";"0,02";"0,19";"0,00"
"29,88";"JOSIMAR : AMAC ROUPA URCA 2L BRISA AZUL";"1767";"UN 1";"0,553";"4,42";"0,01";"1,13";"0,01";"25,67";"53,65";"34,92";"1,13";"0,01";"25,67";"1,161";"0,08";"1,105";"2,87";"2,87";"0,00";"0,00";"0,41";"0,00";"0,07";"0,34";"0,00";"0,00";"0,00";"0,04";"0,00"
"29,88";"JOSIMAR : AMAC ROUPA URCA 2L TERNURA BABY";"1770";"UN 1";"0,204";"1,63";"0,00";"0,42";"0,00";"25,67";"53,65";"34,92";"0,42";"0,00";"25,67";"0,429";"0,03";"0,409";"1,06";"1,06";"0,00";"0,00";"0,15";"0,00";"0,03";"0,12";"0,00";"0,00";"0,00";"0,01";"0,00"
"30,02";"JOSIMAR : AMAC ROUPA YPÊ 2L INTENSO";"4333";"UN 1";"3,973";"47,63";"0,14";"14,62";"0,15";"30,70";"66,54";"39,95";"14,62";"0,15";"30,70";"8,343";"0,59";"7,946";"28,60";"28,60";"0,00";"0,00";"4,41";"0,00";"0,79";"3,62";"0,00";"0,00";"0,05";"0,43";"0,00"
"30,23";"JOSIMAR : AMAC ROUPA YPÊ BOMBONA 5L ACONCHEGO";"4346";"UN 1";"2,595";"70,05";"0,21";"21,52";"0,23";"30,73";"66,60";"39,98";"21,52";"0,23";"30,73";"13,236";"0,93";"12,977";"42,04";"42,04";"0,00";"0,00";"6,48";"0,00";"1,16";"5,32";"0,00";"0,00";"0,07";"0,63";"0,00"
"30,29";"JOSIMAR : AMAC ROUPA YPÊ CONC 1,5L PINK GARDEN";"4560";"UN 1";"0,651";"19,53";"0,06";"5,62";"0,06";"28,76";"61,32";"38,01";"5,62";"0,06";"28,76";"1,042";"0,07";"0,977";"12,10";"12,10";"0,00";"0,00";"1,81";"0,00";"0,32";"1,48";"0,00";"0,00";"0,02";"0,18";"0,00"
"30,32";"JOSIMAR : AMAC ROUPA YPÊ CONC 1L ENCANT ALQUIMIA";"4571";"UN 1";"0,412";"9,88";"0,03";"3,30";"0,03";"33,35";"74,21";"42,60";"3,30";"0,03";"33,35";"0,453";"0,03";"0,412";"5,67";"5,67";"0,00";"0,00";"0,91";"0,00";"0,16";"0,75";"0,00";"0,00";"0,01";"0,09";"0,00"
"30,33";"JOSIMAR : AMAC ROUPA YPÊ CONC 1L INSP ALQUIMIA";"4573";"UN 1";"0,112";"2,68";"0,01";"0,78";"0,01";"29,03";"62,02";"38,28";"0,78";"0,01";"29,03";"0,123";"0,01";"0,112";"1,65";"1,65";"0,00";"0,00";"0,25";"0,00";"0,04";"0,20";"0,00";"0,00";"0,00";"0,02";"0,00"
"30,33";"JOSIMAR : AÇAI JUNDIÁ FUZZY PT 1,5L GUARANA";"360";"UN 1";"0,027";"1,08";"0,00";"0,07";"0,00";"6,31";"50,51";"33,56";"0,07";"0,00";"6,31";"0,031";"0,00";"0,030";"0,72";"0,72";"0,00";"0,00";"0,29";"0,19";"0,02";"0,08";"0,00";"0,00";"0,00";"0,00";"0,00"
"30,33";"JOSIMAR : AÇAI JUNDIÁ FUZZY PT 1,5L LEITINHO";"364";"UN 1";"0,040";"1,60";"0,00";"1,16";"0,01";"72,75";"";"100,00";"1,16";"0,01";"72,75";"0,046";"0,00";"0,044";"0,00";"0,00";"0,00";"0,00";"0,44";"0,29";"0,03";"0,12";"0,00";"0,00";"0,00";"0,00";"0,00"
"30,34";"JOSIMAR : BOM AIR FRESH REF 250ml 50% 2ªunid LAVANDA";"15901";"UN 1";"0,087";"4,77";"0,01";"0,39";"0,00";"8,10";"54,68";"35,35";"0,39";"0,00";"8,10";"0,050";"0,00";"0,030";"3,08";"3,08";"0,00";"0,00";"1,30";"0,86";"0,08";"0,36";"0,00";"0,00";"0,00";"0,04";"0,00"
"30,36";"JOSIMAR : CERA INGLEZA MAXX 750ml INCOLOR";"13936";"UN 1";"0,246";"5,40";"0,02";"1,43";"0,02";"26,43";"60,63";"37,74";"1,43";"0,02";"26,43";"0,200";"0,01";"0,200";"3,36";"2,50";"0,00";"0,00";"1,47";"0,97";"0,09";"0,41";"0,00";"0,00";"0,01";"0,05";"0,00"
"30,37";"JOSIMAR : CHOCOLATE EM PÓ DR.OETKER 200g 70% CACAU";"13902";"UN 1";"0,089";"2,66";"0,01";"0,27";"0,00";"10,16";"59,76";"37,41";"0,27";"0,00";"10,16";"0,020";"0,00";"0,000";"1,67";"1,67";"0,00";"0,00";"0,73";"0,48";"0,04";"0,20";"0,00";"0,00";"0,00";"0,02";"0,00"
"30,37";"JOSIMAR : CORANTE TINGECOR BLISTER 40g AZUL MARINHO";"4003";"UN 1";"0,274";"1,64";"0,00";"0,64";"0,01";"39,03";"131,42";"56,79";"0,64";"0,01";"39,03";"0,015";"0,00";"0,011";"0,71";"0,55";"0,00";"0,00";"0,45";"0,30";"0,03";"0,12";"0,00";"0,00";"0,00";"0,01";"0,00"
"30,38";"JOSIMAR : DESINF PINHO BRILL 500ml BRISA DO MAR";"1786";"UN 1";"0,187";"1,87";"0,01";"0,53";"0,01";"28,13";"66,78";"40,04";"0,53";"0,01";"28,13";"0,098";"0,01";"0,094";"1,12";"0,84";"0,00";"0,00";"0,51";"0,34";"0,03";"0,14";"0,00";"0,00";"0,00";"0,01";"0,00"
"30,39";"JOSIMAR : DESINF PINHO BRILL 500ml FLORES DE LIMÃO";"1785";"UN 1";"0,209";"2,09";"0,01";"0,59";"0,01";"28,13";"66,78";"40,04";"0,59";"0,01";"28,13";"0,110";"0,01";"0,105";"1,25";"0,93";"0,00";"0,00";"0,57";"0,38";"0,03";"0,16";"0,00";"0,00";"0,00";"0,01";"0,00"
"30,40";"JOSIMAR : DESINF PINHO SOL ORG LV500 PG450ml";"14904";"UN 1";"0,318";"3,15";"0,01";"0,34";"0,00";"10,84";"61,54";"38,09";"0,34";"0,00";"10,84";"0,168";"0,01";"0,155";"1,95";"1,95";"0,00";"0,00";"0,86";"0,57";"0,05";"0,24";"0,00";"0,00";"0,00";"0,01";"0,00"
"30,41";"JOSIMAR : DESINF PINHO YPÊ 500ml CITRUS";"7369";"UN 1";"0,503";"3,01";"0,01";"0,56";"0,01";"18,57";"84,57";"45,82";"0,56";"0,01";"18,57";"0,263";"0,02";"0,252";"1,63";"1,63";"0,00";"0,00";"0,82";"0,54";"0,05";"0,23";"0,00";"0,00";"0,00";"0,01";"0,00"
"30,41";"JOSIMAR : DESINF SANOL F BR C/ALC SPRAY 330ml";"5244";"UN 1";"0,011";"0,20";"0,00";"0,02";"0,00";"9,58";"58,29";"36,83";"0,02";"0,00";"9,58";"0,004";"0,00";"0,004";"0,12";"0,12";"0,00";"0,00";"0,05";"0,04";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00"
"30,52";"JOSIMAR : DESINF UAU ANTIBAC 10% DESCONTO 2L FLORES E FRESCO";"14352";"UN 1";"3,243";"35,64";"0,11";"9,48";"0,10";"26,61";"61,29";"38,00";"9,48";"0,10";"26,61";"7,005";"0,49";"6,486";"22,10";"16,44";"0,00";"0,00";"9,71";"6,42";"0,59";"2,71";"0,00";"0,00";"0,01";"0,13";"0,00"
"30,53";"JOSIMAR : DET UNIK LAVA LOUÇA EM PÓ 1Kg";"6813";"UN 1";"0,040";"2,00";"0,01";"1,81";"0,02";"90,75";"";"100,00";"1,81";"0,02";"90,75";"0,043";"0,00";"0,040";"0,00";"0,00";"0,00";"0,00";"0,18";"0,00";"0,03";"0,15";"0,00";"0,00";"0,00";"0,02";"0,00"
"30,54";"JOSIMAR : DIFUSOR AROMAT COALA 100 ml ESPECIARIAS";"14685";"UN 1";"0,135";"2,16";"0,01";"0,28";"0,00";"12,93";"67,16";"40,18";"0,28";"0,00";"12,93";"0,018";"0,00";"0,011";"1,29";"1,29";"0,00";"0,00";"0,59";"0,39";"0,04";"0,16";"0,00";"0,00";"0,00";"0,02";"0,00"
"30,55";"JOSIMAR : DIFUSOR AROMAT COALA 100 ml ORQUÍDEA";"14691";"UN 1";"0,151";"2,41";"0,01";"0,31";"0,00";"12,93";"67,16";"40,18";"0,31";"0,00";"12,93";"0,020";"0,00";"0,012";"1,44";"1,44";"0,00";"0,00";"0,66";"0,43";"0,04";"0,18";"0,00";"0,00";"0,00";"0,02";"0,00"
"30,57";"JOSIMAR : EMB PLASTICA CAPITAL CESTAS unid";"20208";"UN 1";"7,500";"5,93";"0,02";"-42,56";"-0,45";"-718,39";"-89,96";"-895,78";"-42,56";"-0,45";"-718,39";"0,008";"0,00";"0,008";"59,00";"46,88";"0,00";"0,00";"1,61";"1,07";"0,10";"0,45";"0,00";"0,00";"0,01";"0,05";"0,00"
"30,62";"JOSIMAR : ESP YPÊ M USO C/3";"15694";"UN 1";"2,768";"16,58";"0,05";"5,75";"0,06";"34,66";"66,39";"39,90";"5,75";"0,06";"34,66";"0,069";"0,00";"0,003";"9,97";"9,30";"0,00";"0,00";"1,53";"0,00";"0,27";"1,26";"0,00";"0,00";"0,02";"0,15";"0,00"
"30,63";"JOSIMAR : ESS COALA CONCENT 120 ml EUCALIPTO CITRI";"14625";"UN 1";"0,194";"2,71";"0,01";"0,31";"0,00";"11,62";"63,57";"38,87";"0,31";"0,00";"11,62";"0,027";"0,00";"0,023";"1,66";"1,66";"0,00";"0,00";"0,74";"0,49";"0,04";"0,21";"0,00";"0,00";"0,00";"0,01";"0,00"
"30,64";"JOSIMAR : ESS COALA CONCENT 120 ml LAVANDA";"14631";"UN 1";"0,162";"2,27";"0,01";"0,26";"0,00";"11,62";"63,57";"38,87";"0,26";"0,00";"11,62";"0,023";"0,00";"0,019";"1,39";"1,39";"0,00";"0,00";"0,62";"0,41";"0,04";"0,17";"0,00";"0,00";"0,00";"0,01";"0,00"
"30,65";"JOSIMAR : ESS COALA CONCENT 120 ml PINHO";"14627";"UN 1";"0,171";"2,40";"0,01";"0,28";"0,00";"11,62";"63,57";"38,87";"0,28";"0,00";"11,62";"0,024";"0,00";"0,021";"1,47";"1,47";"0,00";"0,00";"0,65";"0,43";"0,04";"0,18";"0,00";"0,00";"0,00";"0,01";"0,00"
"30,65";"JOSIMAR : FORMA PAPEL FACILITA & PRONTA16X4,5 AIR FRYER C/25";"12133";"UN 1";"0,089";"1,51";"0,00";"0,12";"0,00";"8,17";"54,85";"35,42";"0,12";"0,00";"8,17";"0,007";"0,00";"0,000";"0,98";"0,98";"0,00";"0,00";"0,41";"0,27";"0,02";"0,11";"0,00";"0,00";"0,00";"0,01";"0,00"
"30,67";"JOSIMAR : KIT UAU LIMP MULTIUSO 2 CLORO 500ml GTS 1 MULT";"13966";"UN 1";"0,204";"5,11";"0,02";"1,60";"0,02";"31,23";"52,47";"34,41";"1,60";"0,02";"31,23";"0,000";"0,00";"0,000";"3,35";"3,04";"0,00";"0,00";"0,47";"0,00";"0,08";"0,39";"0,00";"0,00";"0,01";"0,05";"0,00"
"30,72";"JOSIMAR : KIT VEJA GOLD M USO OFERTA ESP. ORIGINAL 500ml";"16023";"UN 1";"0,812";"16,22";"0,05";"3,93";"0,04";"24,22";"50,30";"33,47";"3,93";"0,04";"24,22";"1,299";"0,09";"1,217";"10,79";"10,79";"0,00";"0,00";"1,50";"0,00";"0,27";"1,23";"0,00";"0,00";"0,02";"0,15";"0,00"
"30,72";"JOSIMAR : LAVA CALCINHA E BIQUINI C E B 300ml";"3660";"UN 1";"0,072";"1,01";"0,00";"0,32";"0,00";"31,43";"68,59";"40,68";"0,32";"0,00";"31,43";"0,027";"0,00";"0,026";"0,60";"0,60";"0,00";"0,00";"0,09";"0,00";"0,02";"0,08";"0,00";"0,00";"0,00";"0,01";"0,00"
"31,01";"JOSIMAR : LAVA LOUÇAS LÍQUIDO MINUANO 500ml CLEAR";"6288";"UN 1";"32,695";"97,76";"0,29";"32,86";"0,35";"33,61";"75,02";"42,86";"32,86";"0,35";"33,61";"17,492";"1,23";"16,347";"55,86";"55,86";"0,00";"0,00";"9,04";"0,00";"1,61";"7,43";"0,00";"0,00";"0,10";"0,88";"0,00"
"31,19";"JOSIMAR : LAVA LOUÇAS LÍQUIDO YPÊ 500ml CAPIM LIMÃO";"15650";"UN 1";"17,981";"60,96";"0,18";"18,00";"0,19";"29,53";"63,35";"38,78";"18,00";"0,19";"29,53";"9,440";"0,67";"8,991";"37,32";"37,32";"0,00";"0,00";"5,64";"0,00";"1,01";"4,63";"0,00";"0,00";"0,06";"0,55";"0,00"
"31,21";"JOSIMAR : LAVA LOUÇAS SECANTE FINISH 250ml";"16030";"UN 1";"0,117";"5,75";"0,02";"1,53";"0,02";"26,66";"56,02";"35,91";"1,53";"0,02";"26,66";"0,033";"0,00";"0,000";"3,68";"3,68";"0,00";"0,00";"0,53";"0,00";"0,09";"0,44";"0,00";"0,00";"0,01";"0,05";"0,00"
